Date,Close
2020-10-12,124.400002
2020-10-13,121.099998
2020-10-14,121.190002
2020-10-15,120.709999
2020-10-16,119.019997
2020-10-19,115.980003
2020-10-20,117.510002
2020-10-21,116.870003
2020-10-22,115.75
2020-10-23,115.040001
2020-10-26,115.050003
2020-10-27,116.599998
2020-10-28,111.199997
2020-10-29,115.32
2020-10-30,108.860001
2020-11-02,108.769997
2020-11-03,110.440002
2020-11-04,114.949997
2020-11-05,119.029999
2020-11-06,118.690002
2020-11-09,116.32
2020-11-10,115.970001
2020-11-11,119.489998
2020-11-12,119.209999
2020-11-13,119.260002
2020-11-16,120.300003
2020-11-17,119.389999
2020-11-18,118.029999
2020-11-19,118.639999
2020-11-20,117.339996
2020-11-23,113.849998
2020-11-24,115.169998
2020-11-25,116.029999
2020-11-27,116.589996
2020-11-30,119.050003
2020-12-01,122.720001
2020-12-02,123.080002
2020-12-03,122.940002
2020-12-04,122.25
2020-12-07,123.75
2020-12-08,124.379997
2020-12-09,121.779999
2020-12-10,123.239998
2020-12-11,122.410004
2020-12-14,121.779999
2020-12-15,127.879997
2020-12-16,127.809998
2020-12-17,128.699997
2020-12-18,126.660004
2020-12-21,128.229996
2020-12-22,131.880005
2020-12-23,130.960007
2020-12-24,131.970001
2020-12-28,136.690002
2020-12-29,134.869995
2020-12-30,133.720001
2020-12-31,132.690002
2021-01-04,129.410004
2021-01-05,131.009995
2021-01-06,126.599998
2021-01-07,130.919998
2021-01-08,132.050003
2021-01-11,128.979996
2021-01-12,128.800003
2021-01-13,130.889999
2021-01-14,128.910004
2021-01-15,127.139999
2021-01-19,127.830002
2021-01-20,132.029999
2021-01-21,136.869995
2021-01-22,139.070007
2021-01-25,142.919998
2021-01-26,143.160004
2021-01-27,142.059998
2021-01-28,137.089996
2021-01-29,131.960007
2021-02-01,134.139999
2021-02-02,134.990005
2021-02-03,133.940002
2021-02-04,137.389999
2021-02-05,136.759995
2021-02-08,136.910004
2021-02-09,136.009995
2021-02-10,135.389999
2021-02-11,135.130005
2021-02-12,135.369995
2021-02-16,133.190002
2021-02-17,130.839996
2021-02-18,129.710007
2021-02-19,129.869995
2021-02-22,126
2021-02-23,125.860001
2021-02-24,125.349998
2021-02-25,120.989998
2021-02-26,121.260002
2021-03-01,127.790001
2021-03-02,125.120003
2021-03-03,122.059998
2021-03-04,120.129997
2021-03-05,121.419998
2021-03-08,116.360001
2021-03-09,121.089996
2021-03-10,119.980003
2021-03-11,121.959999
2021-03-12,121.029999
2021-03-15,123.989998
